Mutation Number,Run Num,Percentage,Scale,Accuracy,Loss
0,0,1.0,0.75,0.9882143,0.05016830133995232
0,0,1.0,0.5,0.9860714,0.06364928656446447
0,0,1.0,0.25,0.98707145,0.05992452980342114
0,0,1.0,1.0,0.98414284,0.07343195071379341
0,0,0.25,0.75,0.9908571,0.03462370889142819
0,0,0.25,0.5,0.9884286,0.05017142313032829
0,0,0.25,0.25,0.99035716,0.03785020794812226
0,0,0.25,1.0,0.99064285,0.0364789324828606
0,0,0.5,0.75,0.98885715,0.046611862887871475
0,0,0.5,0.5,0.98957145,0.041193528759392
0,0,0.5,0.25,0.9900714,0.039817181717983395
0,0,0.5,1.0,0.9908571,0.035969244429492134
0,0,0.75,0.75,0.98457146,0.07232745583935561
0,0,0.75,0.5,0.98721427,0.05533027427646825
0,0,0.75,0.25,0.98735714,0.05642339928434064
0,0,0.75,1.0,0.99057144,0.04006174689049723
0,0,0.01,0.75,0.99064285,0.03467678684434629
0,0,0.01,0.5,0.99064285,0.0345925023687887
0,0,0.01,0.25,0.99064285,0.03459041766835591
0,0,0.01,1.0,0.99064285,0.034637732632028406
0,1,1.0,0.75,0.98971426,0.04406382774649001
0,1,1.0,0.5,0.9901429,0.042607468762577226
0,1,1.0,0.25,0.98814285,0.05393945777282153
0,1,1.0,1.0,0.9885,0.05103688028720015
0,1,0.25,0.75,0.99128574,0.03438979148849493
0,1,0.25,0.5,0.9908571,0.03217328662120729
0,1,0.25,0.25,0.99135715,0.03435240888682191
0,1,0.25,1.0,0.9908571,0.03597919092393866
0,1,0.5,0.75,0.9902143,0.03894346325985082
0,1,0.5,0.5,0.9910714,0.03448528431648447
0,1,0.5,0.25,0.9907143,0.03609306294972287
0,1,0.5,1.0,0.9908571,0.038851978684987895
0,1,0.75,0.75,0.991,0.0378144716403356
0,1,0.75,0.5,0.9902857,0.04131956313529307
0,1,0.75,0.25,0.9901429,0.0416314546865089
0,1,0.75,1.0,0.98992854,0.04323891904562762
0,1,0.01,0.75,0.9908571,0.0318187561510401
0,1,0.01,0.5,0.9907857,0.03180723663666971
0,1,0.01,0.25,0.9907857,0.0318040628311189
0,1,0.01,1.0,0.9907857,0.03180723663666971
0,2,1.0,0.75,0.9890714,0.0482989648391727
0,2,1.0,0.5,0.98892856,0.04736444627709924
0,2,1.0,0.25,0.98971426,0.044210186211361975
0,2,1.0,1.0,0.98892856,0.04581835257634995
0,2,0.25,0.75,0.9919286,0.030042698303636175
0,2,0.25,0.5,0.9919286,0.03163120890513814
0,2,0.25,0.25,0.9917143,0.030815067179447528
0,2,0.25,1.0,0.99135715,0.0313049518612783
0,2,0.5,0.75,0.99221426,0.031777319223619996
0,2,0.5,0.5,0.98957145,0.04305053361748199
0,2,0.5,0.25,0.99057144,0.039238977885412495
0,2,0.5,1.0,0.99164283,0.03357594603387432
0,2,0.75,0.75,0.9886429,0.050973068892810745
0,2,0.75,0.5,0.9912143,0.03559710190955554
0,2,0.75,0.25,0.99,0.042264581028519974
0,2,0.75,1.0,0.99064285,0.03971931217922042
0,2,0.01,0.75,0.9917143,0.029525221136937552
0,2,0.01,0.5,0.9917143,0.02952105074392239
0,2,0.01,0.25,0.9917143,0.029526307567028457
0,2,0.01,1.0,0.9917143,0.029518462917186947
0,3,1.0,0.75,0.99,0.045269649207678835
0,3,1.0,0.5,0.99042857,0.04199340829034736
0,3,1.0,0.25,0.98971426,0.043462468614073
0,3,1.0,1.0,0.9907857,0.041002134983180866
0,3,0.25,0.75,0.99114287,0.03426076401081549
0,3,0.25,0.5,0.99135715,0.0329091478733956
0,3,0.25,0.25,0.99135715,0.03210651232442303
0,3,0.25,1.0,0.99128574,0.03209815201897696
0,3,0.5,0.75,0.99164283,0.03221138865548346
0,3,0.5,0.5,0.9907857,0.03608744952924898
0,3,0.5,0.25,0.99135715,0.03475026303070133
0,3,0.5,1.0,0.991,0.03172419911934932
0,3,0.75,0.75,0.9910714,0.04029413028671498
0,3,0.75,0.5,0.99114287,0.03930863125756254
0,3,0.75,0.25,0.9908571,0.03800533779612325
0,3,0.75,1.0,0.99114287,0.03391474264819798
0,3,0.01,0.75,0.991,0.03149479137097764
0,3,0.01,0.5,0.991,0.03150112607211382
0,3,0.01,0.25,0.991,0.03150112607211382
0,3,0.01,1.0,0.991,0.031504453154772426
0,4,1.0,0.75,0.98792857,0.05612057838042951
0,4,1.0,0.5,0.98142856,0.09081837146645609
0,4,1.0,0.25,0.98892856,0.04975656770669431
0,4,1.0,1.0,0.9842857,0.07567538324287033
0,4,0.25,0.75,0.9901429,0.03838658003247136
0,4,0.25,0.5,0.9902143,0.039640024956191025
0,4,0.25,0.25,0.98985714,0.04480699298630309
0,4,0.25,1.0,0.99042857,0.03813969258469479
0,4,0.5,0.75,0.989,0.04829216016115983
0,4,0.5,0.5,0.9902857,0.041054960440703975
0,4,0.5,0.25,0.98964286,0.046627349354433655
0,4,0.5,1.0,0.9885714,0.05270861081734373
0,4,0.75,0.75,0.98571426,0.06637343222826407
0,4,0.75,0.5,0.9867143,0.0625063341074334
0,4,0.75,0.25,0.9892143,0.04891133687963234
0,4,0.75,1.0,0.9851429,0.06917470937845133
0,4,0.01,0.75,0.99057144,0.03637444991337855
0,4,0.01,0.5,0.99057144,0.036374222549245
0,4,0.01,0.25,0.99057144,0.03636888414601137
0,4,0.01,1.0,0.99064285,0.03634943557067319
1,0,1.0,0.75,0.9885714,0.05245294119493418
1,0,1.0,0.5,0.9868571,0.06397592269589092
1,0,1.0,0.25,0.9883571,0.051168605733357776
1,0,1.0,1.0,0.98657143,0.06506603750359889
1,0,0.25,0.75,0.99114287,0.03296745698814214
1,0,0.25,0.5,0.9907857,0.03629355440969942
1,0,0.25,0.25,0.9901429,0.03726789958478236
1,0,0.25,1.0,0.99035716,0.035632006710609336
1,0,0.5,0.75,0.9907143,0.0335100571227683
1,0,0.5,0.5,0.9910714,0.03625833430468369
1,0,0.5,0.25,0.989,0.046466106995385024
1,0,0.5,1.0,0.99035716,0.04131390767870666
1,0,0.75,0.75,0.9902857,0.0409453957143643
1,0,0.75,0.5,0.9902143,0.03719100813373994
1,0,0.75,0.25,0.99057144,0.03675792238456727
1,0,0.75,1.0,0.9902143,0.042901372038964575
1,0,0.01,0.75,0.9909286,0.032705228535267195
1,0,0.01,0.5,0.9908571,0.03272637262514659
1,0,0.01,0.25,0.9908571,0.03271157951211873
1,0,0.01,1.0,0.9908571,0.032727805898782596
1,1,1.0,0.75,0.9915,0.03117150698463021
1,1,1.0,0.5,0.991,0.03329639019199177
1,1,1.0,0.25,0.98978573,0.03777875106494996
1,1,1.0,1.0,0.9908571,0.03673359086897212
1,1,0.25,0.75,0.9912143,0.03049240921229232
1,1,0.25,0.5,0.99042857,0.033461270187313076
1,1,0.25,0.25,0.991,0.03227897404549211
1,1,0.25,1.0,0.9919286,0.029062582960784702
1,1,0.5,0.75,0.9918572,0.02904427540247395
1,1,0.5,0.5,0.99142855,0.029624874325365196
1,1,0.5,0.25,0.9907857,0.03386967351251431
1,1,0.5,1.0,0.9912143,0.030371463763128433
1,1,0.75,0.75,0.9909286,0.031148584506707266
1,1,0.75,0.5,0.9915714,0.03225540193057116
1,1,0.75,0.25,0.991,0.03156498524668236
1,1,0.75,1.0,0.9907143,0.031755164781065104
1,1,0.01,0.75,0.9917143,0.029040751808796943
1,1,0.01,0.5,0.9917143,0.029041915460182022
1,1,0.01,0.25,0.9915714,0.02905071270537779
1,1,0.01,1.0,0.9917143,0.029047167009457812
1,2,1.0,0.75,0.9890714,0.04211834874287745
1,2,1.0,0.5,0.98992854,0.03938651602716839
1,2,1.0,0.25,0.9907143,0.035829560026372616
1,2,1.0,1.0,0.99,0.038627852477514484
1,2,0.25,0.75,0.98957145,0.03406407312246405
1,2,0.25,0.5,0.99042857,0.0338086070448366
1,2,0.25,0.25,0.98964286,0.03384071692595275
1,2,0.25,1.0,0.99,0.03332579256934904
1,2,0.5,0.75,0.99,0.03516505558818452
1,2,0.5,0.5,0.98971426,0.03391693030434544
1,2,0.5,0.25,0.99057144,0.034959010041310516
1,2,0.5,1.0,0.98985714,0.03554673414758093
1,2,0.75,0.75,0.9908571,0.033469409035101434
1,2,0.75,0.5,0.98978573,0.03921013594775546
1,2,0.75,0.25,0.9901429,0.0349495056496193
1,2,0.75,1.0,0.99042857,0.03580917576925016
1,2,0.01,0.75,0.9892857,0.034192957315556535
1,2,0.01,0.5,0.9892143,0.03420163499983859
1,2,0.01,0.25,0.9892857,0.03422133724703703
1,2,0.01,1.0,0.9892857,0.034223273811612415
1,3,1.0,0.75,0.98978573,0.04359685921728942
1,3,1.0,0.5,0.9893571,0.04604491900518899
1,3,1.0,0.25,0.9876429,0.05613503727400322
1,3,1.0,1.0,0.9894286,0.04213034487489741
1,3,0.25,0.75,0.9908571,0.03085067774810367
1,3,0.25,0.5,0.991,0.030790899359479745
1,3,0.25,0.25,0.991,0.03090898904253845
1,3,0.25,1.0,0.98971426,0.03817399103750566
1,3,0.5,0.75,0.9892857,0.04285400104679398
1,3,0.5,0.5,0.9908571,0.032343400966591225
1,3,0.5,0.25,0.9910714,0.03594412418120412
1,3,0.5,1.0,0.9910714,0.03396922192977322
1,3,0.75,0.75,0.99042857,0.03747150991945403
1,3,0.75,0.5,0.9905,0.03454985990025931
1,3,0.75,0.25,0.9907143,0.0358508132416946
1,3,0.75,1.0,0.98792857,0.04932463996174848
1,3,0.01,0.75,0.9908571,0.03096353710776228
1,3,0.01,0.5,0.9908571,0.030962205363304487
1,3,0.01,0.25,0.9908571,0.030962205363304487
1,3,0.01,1.0,0.9907857,0.03094827416503644
1,4,1.0,0.75,0.98792857,0.05597224196444394
1,4,1.0,0.5,0.9892857,0.04565654879332305
1,4,1.0,0.25,0.98814285,0.053255864174535095
1,4,1.0,1.0,0.98878574,0.04787489232773864
1,4,0.25,0.75,0.98978573,0.03560380241999623
1,4,0.25,0.5,0.98992854,0.03753304082895036
1,4,0.25,0.25,0.9902857,0.03860086353260444
1,4,0.25,1.0,0.99057144,0.03955789039029722
1,4,0.5,0.75,0.99,0.03526402586491687
1,4,0.5,0.5,0.9900714,0.039975672035100225
1,4,0.5,0.25,0.98978573,0.03992953429366025
1,4,0.5,1.0,0.98992854,0.043297308731776084
1,4,0.75,0.75,0.98992854,0.04128610298359938
1,4,0.75,0.5,0.9892857,0.047105506450046956
1,4,0.75,0.25,0.98964286,0.04596145648272347
1,4,0.75,1.0,0.9893571,0.04769284909881919
1,4,0.01,0.75,0.99,0.034666768565226186
1,4,0.01,0.5,0.98985714,0.034665668088725524
1,4,0.01,0.25,0.98985714,0.034654224161960887
1,4,0.01,1.0,0.98985714,0.034654224161960887
2,0,1.0,0.75,0.98985714,0.04180903151781136
2,0,1.0,0.5,0.9887143,0.05016856036643419
2,0,1.0,0.25,0.9877143,0.05063666363541032
2,0,1.0,1.0,0.9882857,0.048106532732709116
2,0,0.25,0.75,0.99128574,0.034129146182388076
2,0,0.25,0.5,0.9905,0.038052511986781154
2,0,0.25,0.25,0.9910714,0.03264880334067649
2,0,0.25,1.0,0.99114287,0.03559714624405959
2,0,0.5,0.75,0.98971426,0.04239916634757931
2,0,0.5,0.5,0.9908571,0.03555548217082573
2,0,0.5,0.25,0.98978573,0.04143360257085344
2,0,0.5,1.0,0.9890714,0.042694080378471166
2,0,0.75,0.75,0.98714286,0.04965572579461969
2,0,0.75,0.5,0.98885715,0.047105729481150646
2,0,0.75,0.25,0.9892143,0.04096361229049054
2,0,0.75,1.0,0.9882143,0.04821881770590296
2,0,0.01,0.75,0.99142855,0.031637435279535046
2,0,0.01,0.5,0.99142855,0.03165730181724107
2,0,0.01,0.25,0.99142855,0.03165730181724107
2,0,0.01,1.0,0.99142855,0.03165791086762225
2,1,1.0,0.75,0.9875,0.05167252616488629
2,1,1.0,0.5,0.98978573,0.04217829096371997
2,1,1.0,0.25,0.9885714,0.04746926255184391
2,1,1.0,1.0,0.9907857,0.038650463639879555
2,1,0.25,0.75,0.9917143,0.03453350471638779
2,1,0.25,0.5,0.9915714,0.03439688522336558
2,1,0.25,0.25,0.9907143,0.039577876332912765
2,1,0.25,1.0,0.99035716,0.04152418110736387
2,1,0.5,0.75,0.9915,0.03820546376982371
2,1,0.5,0.5,0.9905,0.04280987163561495
2,1,0.5,0.25,0.9902857,0.04146958032836236
2,1,0.5,1.0,0.98971426,0.04539659472802876
2,1,0.75,0.75,0.99057144,0.041705904349093284
2,1,0.75,0.5,0.9909286,0.038688268526907904
2,1,0.75,0.25,0.991,0.037974871710736414
2,1,0.75,1.0,0.9909286,0.03851208393569066
2,1,0.01,0.75,0.9917857,0.03365552103884355
2,1,0.01,0.5,0.9917857,0.033652458840024595
2,1,0.01,0.25,0.9917857,0.03365111260616192
2,1,0.01,1.0,0.9917857,0.03364681424238058
2,2,1.0,0.75,0.9907143,0.04372023399622955
2,2,1.0,0.5,0.9877857,0.05768340469136339
2,2,1.0,0.25,0.98807144,0.0549408251077315
2,2,1.0,1.0,0.9900714,0.04384980646045681
2,2,0.25,0.75,0.9912143,0.03396708271762249
2,2,0.25,0.5,0.9907857,0.03720657442903361
2,2,0.25,0.25,0.99142855,0.035593514200090666
2,2,0.25,1.0,0.99128574,0.033046566007635454
2,2,0.5,0.75,0.99042857,0.04033633189458526
2,2,0.5,0.5,0.9907857,0.03663200876145116
2,2,0.5,0.25,0.9905,0.04213170242124943
2,2,0.5,1.0,0.9902857,0.03937425685341873
2,2,0.75,0.75,0.9902857,0.044086864772517984
2,2,0.75,0.5,0.9886429,0.0506953050859413
2,2,0.75,0.25,0.99042857,0.039557164521967024
2,2,0.75,1.0,0.9908571,0.03846860294742536
2,2,0.01,0.75,0.99114287,0.03249415481620963
2,2,0.01,0.5,0.9912143,0.032525898609305194
2,2,0.01,0.25,0.99114287,0.03249633710240284
2,2,0.01,1.0,0.99114287,0.03249773310756947
2,3,1.0,0.75,0.9827857,0.08489423218127061
2,3,1.0,0.5,0.98714286,0.06266201042548372
2,3,1.0,0.25,0.9867143,0.0625611364659859
2,3,1.0,1.0,0.98571426,0.06703581742059811
2,3,0.25,0.75,0.9907857,0.041341288367838125
2,3,0.25,0.5,0.99114287,0.03710343005809019
2,3,0.25,0.25,0.99142855,0.0371336392413415
2,3,0.25,1.0,0.9917143,0.03461553522719493
2,3,0.5,0.75,0.98978573,0.04531263521222909
2,3,0.5,0.5,0.9912143,0.04094216850404629
2,3,0.5,0.25,0.9915,0.038671347852984775
2,3,0.5,1.0,0.99,0.0437671188230401
2,3,0.75,0.75,0.9894286,0.04753541397494687
2,3,0.75,0.5,0.9832857,0.07872828763708496
2,3,0.75,0.25,0.9884286,0.054660111702153895
2,3,0.75,1.0,0.9884286,0.051396353057092774
2,3,0.01,0.75,0.9915714,0.034821751475604415
2,3,0.01,0.5,0.9915714,0.034753249264929245
2,3,0.01,0.25,0.9915714,0.03475429907353516
2,3,0.01,1.0,0.9917143,0.034748635929725165
2,4,1.0,0.75,0.9892857,0.05064446592671542
2,4,1.0,0.5,0.98885715,0.05138939517462404
2,4,1.0,0.25,0.98964286,0.04850214218831226
2,4,1.0,1.0,0.98721427,0.059134274044819905
2,4,0.25,0.75,0.99114287,0.036368112040609565
2,4,0.25,0.5,0.9912143,0.03453677389072826
2,4,0.25,0.25,0.98957145,0.04688912024192145
2,4,0.25,1.0,0.9909286,0.034656978701564055
2,4,0.5,0.75,0.9907143,0.0374824244948473
2,4,0.5,0.5,0.9884286,0.04878049387812338
2,4,0.5,0.25,0.98792857,0.05715750207598629
2,4,0.5,1.0,0.98814285,0.05079384798599111
2,4,0.75,0.75,0.9892857,0.04607220121282457
2,4,0.75,0.5,0.98742855,0.054319923792217846
2,4,0.75,0.25,0.9902857,0.041257759606979236
2,4,0.75,1.0,0.98992854,0.042917906730443975
2,4,0.01,0.75,0.99135715,0.03404829486959352
2,4,0.01,0.5,0.99135715,0.03410718020533906
2,4,0.01,0.25,0.99135715,0.03409037166393942
2,4,0.01,1.0,0.99135715,0.034085352152820894
3,0,1.0,0.75,0.9865,0.060145121952862673
3,0,1.0,0.5,0.9893571,0.04668522237845387
3,0,1.0,0.25,0.9850714,0.0631961061662097
3,0,1.0,1.0,0.98914284,0.04915705000538563
3,0,0.25,0.75,0.9910714,0.03711945789743758
3,0,0.25,0.5,0.98971426,0.04372098027531787
3,0,0.25,0.25,0.9902857,0.040197112306413665
3,0,0.25,1.0,0.9907857,0.035114373627541814
3,0,0.5,0.75,0.98964286,0.04186522148745404
3,0,0.5,0.5,0.9894286,0.042591259475014596
3,0,0.5,0.25,0.9902857,0.038739073501838514
3,0,0.5,1.0,0.98992854,0.04158353836642287
3,0,0.75,0.75,0.9892857,0.046263654738739855
3,0,0.75,0.5,0.9885,0.04891269810418193
3,0,0.75,0.25,0.9883571,0.0492346995146782
3,0,0.75,1.0,0.9894286,0.04719844808799605
3,0,0.01,0.75,0.9912143,0.03437579181079075
3,0,0.01,0.5,0.9912143,0.0343835591482353
3,0,0.01,0.25,0.9912143,0.03438916146930154
3,0,0.01,1.0,0.9912143,0.034389674053528455
3,1,1.0,0.75,0.9875,0.05936832981438303
3,1,1.0,0.5,0.9876429,0.05740284800973703
3,1,1.0,0.25,0.9862857,0.06371037670637104
3,1,1.0,1.0,0.9844286,0.07125378816523432
3,1,0.25,0.75,0.99035716,0.04123740183106585
3,1,0.25,0.5,0.98971426,0.04404720414804894
3,1,0.25,0.25,0.99057144,0.04056681372081714
3,1,0.25,1.0,0.98978573,0.04621851906233145
3,1,0.5,0.75,0.9893571,0.048428119074771854
3,1,0.5,0.5,0.9892143,0.05109010317272256
3,1,0.5,0.25,0.9892143,0.05018885010194455
3,1,0.5,1.0,0.98914284,0.05021058907698333
3,1,0.75,0.75,0.9884286,0.0558443180993452
3,1,0.75,0.5,0.9886429,0.05278900064626201
3,1,0.75,0.25,0.98792857,0.05448968524845629
3,1,0.75,1.0,0.9877857,0.058108242038889917
3,1,0.01,0.75,0.99057144,0.03802502604840733
3,1,0.01,0.5,0.99057144,0.03803600213088118
3,1,0.01,0.25,0.99064285,0.03809375809048548
3,1,0.01,1.0,0.99057144,0.03803224830976147
3,2,1.0,0.75,0.98885715,0.053556762674981655
3,2,1.0,0.5,0.9883571,0.057016392702819434
3,2,1.0,0.25,0.9892143,0.0491701811550182
3,2,1.0,1.0,0.9892857,0.044102758259652285
3,2,0.25,0.75,0.99064285,0.035922691115684365
3,2,0.25,0.5,0.99064285,0.03430636614311204
3,2,0.25,0.25,0.9907857,0.0336115828957232
3,2,0.25,1.0,0.99042857,0.033623860704528594
3,2,0.5,0.75,0.9901429,0.03729330202450105
3,2,0.5,0.5,0.99057144,0.03773122648867801
3,2,0.5,0.25,0.99064285,0.038706622658695386
3,2,0.5,1.0,0.98971426,0.04025496831820874
3,2,0.75,0.75,0.9892143,0.04939173729778216
3,2,0.75,0.5,0.99057144,0.04266949129453909
3,2,0.75,0.25,0.9902143,0.038785578081863475
3,2,0.75,1.0,0.98792857,0.05703769822835167
3,2,0.01,0.75,0.9902857,0.03290307900763374
3,2,0.01,0.5,0.9902857,0.0329079092539718
3,2,0.01,0.25,0.9902857,0.032893029873238576
3,2,0.01,1.0,0.9902857,0.032893029873238576
3,3,1.0,0.75,0.98657143,0.05914134311767686
3,3,1.0,0.5,0.9837143,0.07590623133108758
3,3,1.0,0.25,0.98335713,0.07587285166285711
3,3,1.0,1.0,0.9825714,0.08378055911432869
3,3,0.25,0.75,0.9894286,0.04461196545611613
3,3,0.25,0.5,0.99042857,0.0360750465897645
3,3,0.25,0.25,0.9902143,0.03839375816135505
3,3,0.25,1.0,0.9902143,0.03816867398348515
3,3,0.5,0.75,0.98971426,0.04291729088420133
3,3,0.5,0.5,0.98964286,0.04627953005220625
3,3,0.5,0.25,0.9892857,0.04567421893260332
3,3,0.5,1.0,0.98964286,0.04297430348766346
3,3,0.75,0.75,0.9827857,0.07930104703305772
3,3,0.75,0.5,0.9862857,0.06393424707735845
3,3,0.75,0.25,0.98642856,0.06038313199397684
3,3,0.75,1.0,0.9851429,0.0678454996127597
3,3,0.01,0.75,0.99042857,0.035222989551737686
3,3,0.01,0.5,0.99042857,0.035222989551737686
3,3,0.01,0.25,0.99042857,0.035233211542173064
3,3,0.01,1.0,0.99042857,0.03521467318642551
3,4,1.0,0.75,0.9885714,0.0498422592583373
3,4,1.0,0.5,0.9842143,0.07246479549309667
3,4,1.0,0.25,0.98642856,0.0625235046996517
3,4,1.0,1.0,0.98642856,0.06347165625512106
3,4,0.25,0.75,0.9895,0.03839846801844812
3,4,0.25,0.5,0.98914284,0.04179147175082835
3,4,0.25,0.25,0.9883571,0.04802504714979542
3,4,0.25,1.0,0.9894286,0.04425078416139688
3,4,0.5,0.75,0.9890714,0.04838482850728451
3,4,0.5,0.5,0.98807144,0.0500726997369246
3,4,0.5,0.25,0.9895,0.04355491261721376
3,4,0.5,1.0,0.9894286,0.04137377395024409
3,4,0.75,0.75,0.9859286,0.06318738611525883
3,4,0.75,0.5,0.98807144,0.051806259575451284
3,4,0.75,0.25,0.988,0.05224700433243691
3,4,0.75,1.0,0.98785716,0.05684067452381993
3,4,0.01,0.75,0.9895,0.03687022992351974
3,4,0.01,0.5,0.98957145,0.03691020554604412
3,4,0.01,0.25,0.9895,0.03687022992351974
3,4,0.01,1.0,0.98957145,0.03688654070453569
4,0,1.0,0.75,0.985,0.06946925156228326
4,0,1.0,0.5,0.986,0.06707198720249354
4,0,1.0,0.25,0.98792857,0.053729658730443976
4,0,1.0,1.0,0.98057145,0.09211633380040556
4,0,0.25,0.75,0.989,0.04233190471150062
4,0,0.25,0.5,0.98964286,0.04071277720449767
4,0,0.25,0.25,0.989,0.04602855093353459
4,0,0.25,1.0,0.989,0.04136607501483377
4,0,0.5,0.75,0.989,0.045573603937186166
4,0,0.5,0.5,0.98885715,0.04342816683908521
4,0,0.5,0.25,0.98914284,0.04261635374300853
4,0,0.5,1.0,0.9893571,0.04271745134446922
4,0,0.75,0.75,0.9827143,0.07587010479168325
4,0,0.75,0.5,0.9842857,0.06713390705150706
4,0,0.75,0.25,0.9854286,0.06761270323398938
4,0,0.75,1.0,0.989,0.048783531427495294
4,0,0.01,0.75,0.9893571,0.04012650781085228
4,0,0.01,0.5,0.9893571,0.04012650781085228
4,0,0.01,0.25,0.9893571,0.04012650781085228
4,0,0.01,1.0,0.9893571,0.04009955816774891
4,1,1.0,0.75,0.9895,0.04315820884155099
4,1,1.0,0.5,0.9883571,0.05240409292473818
4,1,1.0,0.25,0.98742855,0.05937322248944477
4,1,1.0,1.0,0.98885715,0.049838647548792844
4,1,0.25,0.75,0.9893571,0.040827172735033466
4,1,0.25,0.5,0.9892857,0.039282120410889285
4,1,0.25,0.25,0.98957145,0.0420910638119276
4,1,0.25,1.0,0.9892857,0.0428720487202632
4,1,0.5,0.75,0.9893571,0.045847665972984813
4,1,0.5,0.5,0.98985714,0.04228243749335317
4,1,0.5,0.25,0.98957145,0.04264650148970135
4,1,0.5,1.0,0.98971426,0.039776774950389934
4,1,0.75,0.75,0.9901429,0.041463842972556966
4,1,0.75,0.5,0.9877143,0.05537642617855587
4,1,0.75,0.25,0.9890714,0.0489211656988178
4,1,0.75,1.0,0.989,0.046060191734405245
4,1,0.01,0.75,0.9893571,0.03986136135529627
4,1,0.01,0.5,0.9893571,0.03986136135529627
4,1,0.01,0.25,0.9893571,0.03989753680976407
4,1,0.01,1.0,0.9893571,0.03986136135529627
4,2,1.0,0.75,0.9886429,0.052789784669270375
4,2,1.0,0.5,0.9867143,0.060653041435358726
4,2,1.0,0.25,0.98714286,0.060413066599613555
4,2,1.0,1.0,0.98735714,0.06240797834302365
4,2,0.25,0.75,0.98971426,0.04300490674419182
4,2,0.25,0.5,0.98785716,0.053924871871057156
4,2,0.25,0.25,0.98978573,0.044265483028246046
4,2,0.25,1.0,0.9890714,0.047877245861136675
4,2,0.5,0.75,0.9877857,0.05675304064212683
4,2,0.5,0.5,0.9893571,0.044039013839625114
4,2,0.5,0.25,0.9857857,0.06025251088134772
4,2,0.5,1.0,0.9902857,0.04108253463577161
4,2,0.75,0.75,0.9892143,0.04980486740900233
4,2,0.75,0.5,0.9826428,0.0805035641475749
4,2,0.75,0.25,0.98735714,0.06056662401583365
4,2,0.75,1.0,0.9882857,0.049829797569799016
4,2,0.01,0.75,0.98971426,0.03980239606570467
4,2,0.01,0.5,0.98964286,0.03981423387827818
4,2,0.01,0.25,0.98971426,0.03979314928526998
4,2,0.01,1.0,0.98971426,0.03978264236587919
4,3,1.0,0.75,0.98385715,0.0762287883677663
4,3,1.0,0.5,0.98807144,0.052110435169761854
4,3,1.0,0.25,0.9885714,0.04936583687361911
4,3,1.0,1.0,0.9855,0.06778783767265233
4,3,0.25,0.75,0.98892856,0.04251013495257523
4,3,0.25,0.5,0.99035716,0.037790111558333075
4,3,0.25,0.25,0.98992854,0.043661821915592945
4,3,0.25,1.0,0.98892856,0.04373218367034029
4,3,0.5,0.75,0.9902143,0.04142887257238388
4,3,0.5,0.5,0.9893571,0.0479644040613218
4,3,0.5,0.25,0.98792857,0.05137402096986651
4,3,0.5,1.0,0.9887143,0.046402246571233784
4,3,0.75,0.75,0.9867857,0.062184436511210674
4,3,0.75,0.5,0.98735714,0.05573691546532181
4,3,0.75,0.25,0.9887143,0.04507617136646201
4,3,0.75,1.0,0.98642856,0.065584773153415
4,3,0.01,0.75,0.9905,0.03620956351372297
4,3,0.01,0.5,0.9905,0.03623242318068515
4,3,0.01,0.25,0.9905,0.03619769019534163
4,3,0.01,1.0,0.9905,0.03620787641472582
4,4,1.0,0.75,0.98642856,0.06866232804763026
4,4,1.0,0.5,0.98742855,0.062136180982946564
4,4,1.0,0.25,0.98485714,0.0822425999462911
4,4,1.0,1.0,0.9882143,0.05805435745670528
4,4,0.25,0.75,0.99042857,0.041622345133976266
4,4,0.25,0.5,0.9894286,0.046775916664001736
4,4,0.25,0.25,0.99035716,0.04132562488934595
4,4,0.25,1.0,0.98914284,0.04875842927980605
4,4,0.5,0.75,0.9893571,0.04435059995025729
4,4,0.5,0.5,0.9882857,0.0531002248366684
4,4,0.5,0.25,0.9882857,0.05253399797980222
4,4,0.5,1.0,0.9884286,0.05478909815485697
4,4,0.75,0.75,0.98571426,0.07247986552126401
4,4,0.75,0.5,0.9859286,0.0698470667802283
4,4,0.75,0.25,0.98735714,0.061504766272234744
4,4,0.75,1.0,0.9858571,0.07153936056396944
4,4,0.01,0.75,0.9909286,0.039367646392778885
4,4,0.01,0.5,0.9908571,0.03934835066234155
4,4,0.01,0.25,0.9908571,0.03940133378365473
4,4,0.01,1.0,0.9908571,0.039343071537908274
